Prod_year,Engine_volume,Mileage,Cylinders,Airbags,Manufacturer,Model,Category,Fuel_type,Gear_box_type,Drive_wheels,Doors,Color,Leather_interior,Wheel,Turbo
2017,1.7,123833.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2004,4.2,260000.0,6.0,10,GMC,Envoy,Jeep,Petrol,Automatic,4x4,>5,Green,Yes,Left wheel,False
2018,2.0,25255.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2010,1.8,128257.0,4.0,4,CHEVROLET,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2010,3.0,108517.0,6.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2019,1.5,27656.0,4.0,12,TOYOTA,Yaris,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,1.6,35163.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,Red,Yes,Left wheel,False
2016,2.0,195432.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2016,1.6,87510.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,137469.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.0,665558.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,White,Yes,Left wheel,False
2005,2.0,195000.0,4.0,6,VOLKSWAGEN,Golf,Hatchback,Petrol,Tiptronic,Front,04-May,Silver,No,Left wheel,True
2016,1.4,99200.0,4.0,10,CHEVROLET,Cruze,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,True
2008,2.4,378774.0,4.0,12,TOYOTA,4Runner,Jeep,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2015,1.8,31973.0,4.0,12,NISSAN,Sentra,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2000,1.6,223000.0,4.0,4,OPEL,Astra,Hatchback,Petrol,Manual,Front,04-May,Black,No,Left wheel,False
2010,4.6,275240.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2000,2.5,50000.0,4.0,0,UAZ,31514 UAZ,Microbus,Petrol,Manual,4x4,02-Mar,Grey,No,Left wheel,False
2012,3.0,171221.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2017,2.3,59805.0,4.0,12,FORD,Mustang ecoboost,Coupe,Petrol,Tiptronic,Rear,02-Mar,Black,No,Left wheel,True
2011,2.4,185600.0,4.0,12,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2010,2.2,1111.0,5.0,7,MERCEDES-BENZ,Sprinter,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,True
2011,1.6,60000.0,4.0,8,HYUNDAI,Elantra,Sedan,Hybrid,Variator,Front,04-May,White,Yes,Left wheel,False
2006,1.3,235000.0,4.0,4,MITSUBISHI,Colt,Hatchback,Petrol,Tiptronic,Front,04-May,Black,No,Left wheel,True
2002,2.5,11111.0,4.0,6,BMW,525,Sedan,Petrol,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2012,1.6,115471.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2013,2.4,0.0,4.0,12,KIA,Optima,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.4,84000.0,4.0,10,CHEVROLET,Volt,Hatchback,Plug-in Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,1.8,32974.0,4.0,0,LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2000,2.0,33000.0,4.0,4,VOLKSWAGEN,Jetta,Sedan,LPG,Manual,Front,04-May,Carnelian red,No,Left wheel,False
2016,1.4,97000.0,4.0,8,VOLKSWAGEN,Jetta 1.4 TURBO,Sedan,Petrol,Tiptronic,Front,04-May,Black,No,Left wheel,True
2017,2.0,36800.0,4.0,8,HYUNDAI,Tucson,Jeep,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2010,2.0,229398.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,1.6,64163.0,4.0,6,FORD,Fiesta,Sedan,Petrol,Manual,Front,04-May,White,No,Left wheel,False
2014,1.5,34000.0,4.0,2,TOYOTA,Ractis,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2014,2.5,202355.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Red,Yes,Left wheel,False
2009,3.5,266061.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
1998,1.9,1000.0,4.0,0,BMW,318,Sedan,Petrol,Manual,Rear,04-May,Black,No,Left wheel,False
2007,1.6,179000.0,4.0,0,TOYOTA,Corolla,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2012,3.0,229966.0,6.0,0,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2007,2.0,75574.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,1.0,50131.0,4.0,4,KIA,Picanto,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2006,5.0,236000.0,8.0,12,MERCEDES-BENZ,ML 500,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,1.8,80000.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2001,3.0,250000.0,6.0,12,BMW,X5,Jeep,LPG,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2015,1.6,103498.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2001,3.2,195330.0,6.0,6,MERCEDES-BENZ,E 320,Sedan,Diesel,Tiptronic,Rear,04-May,Silver,Yes,Left wheel,True
2007,2.5,131000.0,4.0,4,SUBARU,Outback,Hatchback,Petrol,Tiptronic,4x4,04-May,Blue,No,Right-hand drive,False
2018,2.0,28813.0,4.0,12,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2013,1.8,137265.0,4.0,0,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Blue,No,Left wheel,False
2006,2.4,190000.0,4.0,6,TOYOTA,RAV 4,Jeep,Petrol,Automatic,4x4,04-May,Silver,No,Left wheel,False
2015,1.8,65000.0,4.0,12,VOLKSWAGEN,Jetta,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,True
2012,1.6,167405.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2009,1.8,170000.0,4.0,2,FORD,Transit Connect,Goods wagon,Diesel,Manual,Front,>5,White,No,Left wheel,True
2014,3.5,132349.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2006,1.5,168000.0,4.0,2,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.7,71436.0,6.0,4,CHEVROLET,Niva,Jeep,Petrol,Manual,4x4,04-May,Brown,No,Left wheel,False
2008,1.8,233728.0,4.0,12,HONDA,Civic,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2017,3.0,48000.0,6.0,12,BMW,X5,Jeep,Petrol,Tiptronic,4x4,04-May,Golden,Yes,Left wheel,True
2007,2.5,200000.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,True
2003,2.2,0.0,4.0,4,MERCEDES-BENZ,Sprinter 308 CDI,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,False
2015,2.0,367720.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.5,136711.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2001,2.0,205000.0,4.0,5,MERCEDES-BENZ,C 200,Sedan,Petrol,Manual,Rear,04-May,Blue,No,Left wheel,False
2012,2.5,72500.0,5.0,8,VOLKSWAGEN,Passat,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2012,2.5,112501.0,4.0,8,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Sky blue,Yes,Left wheel,False
2009,2.0,64274.0,4.0,4,CHEVROLET,Cruze,Sedan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,31000.0,4.0,12,HYUNDAI,Tucson,Jeep,Diesel,Tiptronic,Front,04-May,Silver,Yes,Left wheel,True
2013,2.0,174619.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2017,2.0,71520.0,6.0,10,MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,Rear,04-May,Black,Yes,Left wheel,True
2009,2.0,211000.0,4.0,4,NISSAN,Serena,Minivan,Petrol,Variator,Front,04-May,White,No,Right-hand drive,False
2002,1.4,200000.0,4.0,2,NISSAN,March,Sedan,Petrol,Automatic,4x4,04-May,Green,No,Right-hand drive,False
2015,2.4,177600.0,4.0,7,MITSUBISHI,Outlander sport,Jeep,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2003,3.0,190000.0,6.0,8,TOYOTA,Alphard,Minivan,LPG,Automatic,4x4,04-May,Golden,Yes,Right-hand drive,False
2014,3.5,146395.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Grey,Yes,Left wheel,False
2008,4.7,263190.0,8.0,0,LEXUS,GX 470,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2014,1.6,82602.0,4.0,12,HYUNDAI,Accent,Hatchback,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2014,1.8,109000.0,4.0,9,MERCEDES-BENZ,C 250,Sedan,Petrol,Tiptronic,Rear,04-May,Blue,Yes,Left wheel,True
2010,1.8,161000.0,4.0,9,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2011,2.0,457978.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2009,4.4,173000.0,8.0,12,BMW,X6 GERMANY,Jeep,Petrol,Tiptronic,4x4,04-May,White,Yes,Left wheel,True
2014,4.4,247877.0,8.0,0,BMW,X5,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.6,88000.0,4.0,6,FORD,Fiesta,Hatchback,Petrol,Automatic,Front,04-May,Purple,No,Left wheel,False
2012,5.0,82925.0,8.0,12,JAGUAR,XF,Sedan,Petrol,Automatic,Rear,04-May,Green,Yes,Left wheel,False
2012,4.6,189704.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2017,1.7,30098.0,4.0,4,KIA,Optima,Sedan,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,1.5,86234.0,3.0,10,MINI,Cooper F-56,Coupe,Petrol,Manual,Front,02-Mar,Black,Yes,Left wheel,True
2015,3.5,71939.0,6.0,12,LEXUS,RX 350,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,1.8,72000.0,4.0,12,VOLKSWAGEN,Jetta se,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,True
2018,1.7,32066.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,1.6,64897.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,2.0,160000.0,4.0,10,FORD,C-MAX,Hatchback,Hybrid,Variator,Front,04-May,Grey,No,Left wheel,False
2014,2.5,267398.0,4.0,10,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,2.5,142000.0,4.0,0,TOYOTA,Camry XSE,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
1999,1.8,0.0,4.0,4,MERCEDES-BENZ,C 180,Sedan,Petrol,Manual,Rear,04-May,Blue,No,Left wheel,False
2012,1.8,105000.0,4.0,12,MERCEDES-BENZ,C 250,Sedan,Petrol,Automatic,Rear,04-May,Sky blue,Yes,Left wheel,True
2004,2.0,1000.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Front,02-Mar,White,No,Left wheel,True
2016,1.6,0.0,4.0,0,FORD,Escape,Jeep,Petrol,Automatic,4x4,04-May,White,No,Left wheel,False
2017,1.4,97189.0,4.0,12,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,3.0,273962.0,6.0,0,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,White,Yes,Left wheel,False
2017,2.0,30087.0,4.0,4,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2009,2.7,142419.0,4.0,4,SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.5,184700.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,1.8,155126.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Golden,Yes,Left wheel,False
2016,2.5,120000.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2013,2.2,138742.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,1.8,130000.0,4.0,4,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,2.0,151193.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,3.0,149171.0,6.0,12,MERCEDES-BENZ,GL 350,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.5,144000.0,4.0,0,TOYOTA,Aqua,Hatchback,Hybrid,Variator,Front,04-May,White,No,Right-hand drive,False
2016,2.2,14950.0,4.0,4,SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,1.5,71000.0,4.0,4,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,3.5,149486.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2016,1.6,31780.0,4.0,4,HYUNDAI,Elantra,Sedan,LPG,Automatic,Front,04-May,Black,Yes,Left wheel,False
2017,1.6,72924.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2010,2.2,24500.0,6.0,12,MERCEDES-BENZ,C 220,Sedan,Diesel,Manual,Rear,04-May,Silver,No,Left wheel,True
2015,3.5,399906.0,6.0,12,LEXUS,RX 450,Jeep,Hybrid,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,1.8,102780.0,4.0,12,VOLKSWAGEN,Jetta,Sedan,Petrol,Tiptronic,Front,04-May,Grey,Yes,Left wheel,True
2006,1.4,57000.0,4.0,12,LANCIA,Musa,Minivan,Petrol,Tiptronic,Front,04-May,Blue,Yes,Left wheel,False
2013,2.0,74476.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,1.5,296104.0,4.0,12,TOYOTA,Prius C,Hatchback,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2019,2.0,21659.0,4.0,12,CADILLAC,CTS,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,4.6,255406.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2010,2.5,128992.0,6.0,12,LEXUS,IS 250,Sedan,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2018,1.5,8000.0,4.0,4,HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,2.5,160800.0,6.0,12,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2011,3.5,132630.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2016,2.0,89316.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,1.6,74000.0,4.0,10,NISSAN,Juke,Jeep,Petrol,Tiptronic,4x4,04-May,Silver,Yes,Left wheel,True
2014,2.0,330659.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,3.6,101000.0,8.0,8,VOLKSWAGEN,CC,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2008,3.3,287274.0,6.0,12,TOYOTA,Highlander,Sedan,Hybrid,Automatic,4x4,04-May,White,Yes,Left wheel,False
2015,2.0,541854.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Orange,Yes,Left wheel,False
2015,1.6,85944.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2002,2.3,157000.0,4.0,6,MERCEDES-BENZ,C 230,Coupe,Petrol,Tiptronic,Rear,02-Mar,Silver,Yes,Left wheel,False
2016,1.8,130000.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2009,2.4,320000.0,4.0,6,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Silver,No,Left wheel,False
2010,2.3,249683.0,4.0,12,FORD,Ranger,Pickup,Petrol,Automatic,Rear,04-May,Grey,Yes,Left wheel,False
2013,1.6,167915.0,4.0,12,HYUNDAI,Accent,Sedan,Petrol,Automatic,Front,04-May,Red,Yes,Left wheel,False
2001,3.0,168000.0,6.0,4,BMW,330,Sedan,Petrol,Manual,Rear,04-May,Blue,No,Left wheel,False
2010,2.5,236571.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,3.0,0.0,6.0,12,MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2017,1.6,65000.0,4.0,12,KIA,Niro,Jeep,Hybrid,Automatic,4x4,04-May,White,No,Left wheel,True
2015,2.1,197338.0,4.0,12,MERCEDES-BENZ,ML 250,Jeep,Diesel,Automatic,4x4,04-May,White,Yes,Left wheel,False
2015,3.5,71500.0,6.0,16,MERCEDES-BENZ,S 350,Sedan,Diesel,Automatic,Rear,04-May,Black,Yes,Left wheel,True
2016,1.6,71000.0,4.0,4,HYUNDAI,Elantra,Sedan,LPG,Automatic,Front,04-May,White,Yes,Left wheel,False
2008,3.3,157000.0,6.0,8,TOYOTA,Highlander,Jeep,Hybrid,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2017,1.5,52062.0,4.0,0,CHEVROLET,Volt,Hatchback,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
1996,1.6,25000.0,4.0,2,OPEL,Vectra,Sedan,Petrol,Manual,Front,04-May,Blue,No,Left wheel,False
2000,2.0,100000.0,4.0,2,HONDA,Step Wagon,Minivan,LPG,Automatic,4x4,04-May,Silver,No,Right-hand drive,False
2017,3.5,50914.0,6.0,12,LEXUS,RX 350,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,4.6,98466.0,8.0,12,MERCEDES-BENZ,S 550,Sedan,Petrol,Automatic,Rear,04-May,Blue,Yes,Left wheel,False
2002,2.0,0.0,4.0,2,MITSUBISHI,Airtrek,Jeep,CNG,Tiptronic,4x4,04-May,White,No,Left wheel,False
2013,4.0,239342.0,6.0,12,TOYOTA,Tacoma,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2012,2.5,85000.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Silver,Yes,Left wheel,False
2009,2.5,85678.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,4.0,112000.0,6.0,8,TOYOTA,4Runner LIMITED,Jeep,Petrol,Tiptronic,4x4,04-May,Grey,Yes,Left wheel,False
1998,1.6,30000.0,4.0,2,OPEL,Astra,Hatchback,Petrol,Manual,Front,04-May,White,No,Left wheel,False
2016,2.5,135810.0,4.0,12,FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2017,2.0,70000.0,4.0,6,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2014,1.8,1000.0,4.0,8,VOLKSWAGEN,Jetta,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,3.5,145832.0,6.0,12,FORD,Explorer,Jeep,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2015,1.8,137600.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,White,No,Left wheel,False
1998,1.8,200000.0,4.0,2,MITSUBISHI,Pajero IO,Jeep,Petrol,Automatic,4x4,02-Mar,Silver,No,Left wheel,False
2014,2.5,59000.0,4.0,10,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2011,1.6,127983.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2009,1.6,38413.0,4.0,4,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
1994,1.8,980087.0,4.0,2,MERCEDES-BENZ,C 180,Sedan,Petrol,Manual,Rear,04-May,Black,Yes,Left wheel,False
2009,3.3,472304.0,6.0,12,TOYOTA,Highlander,Jeep,Hybrid,Automatic,4x4,04-May,White,Yes,Left wheel,False
2014,2.0,401021.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2017,1.6,67856.0,4.0,4,SSANGYONG,Actyon,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2019,3.0,2000.0,8.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,Rear,04-May,White,Yes,Left wheel,True
2010,2.0,167512.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2005,1.7,150000.0,4.0,0,VAZ,2121 (Niva),Jeep,Petrol,Manual,4x4,02-Mar,White,Yes,Left wheel,False
2011,3.7,134157.0,6.0,12,MAZDA,CX-9,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2008,2.2,200000.0,6.0,4,MERCEDES-BENZ,Vito,Minivan,Diesel,Tiptronic,Rear,04-May,Golden,Yes,Left wheel,True
2019,2.5,39552.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.8,0.0,6.0,6,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,Red,No,Left wheel,False
2002,2.4,213990.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,True
2013,2.0,216658.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2018,2.5,35058.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.0,94638.0,4.0,4,SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2005,3.0,0.0,6.0,10,BMW,328,Sedan,Petrol,Tiptronic,Rear,04-May,Black,Yes,Left wheel,False
2012,1.4,188419.0,4.0,0,CHEVROLET,Volt,Jeep,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2013,2.2,138742.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,1.8,123200.0,4.0,6,TOYOTA,Prius,Sedan,Petrol,Automatic,Front,04-May,Beige,No,Left wheel,False
2012,2.5,98298.0,4.0,8,TOYOTA,Camry XLE,Sedan,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2013,2.5,202994.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2009,4.4,160000.0,6.0,6,MERCEDES-BENZ,GL 450,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.4,108931.0,4.0,4,HYUNDAI,Accent,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,2.0,184495.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2005,4.0,124000.0,6.0,6,FORD,Mustang,Coupe,Petrol,Automatic,Rear,02-Mar,Carnelian red,No,Left wheel,False
2006,1.3,180000.0,4.0,8,OPEL,Meriva,Hatchback,Diesel,Manual,Front,04-May,Green,No,Left wheel,False
2017,4.6,190875.0,8.0,12,TOYOTA,Tundra,Sedan,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2006,1.5,184000.0,4.0,8,NISSAN,Tiida,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2017,1.5,29220.0,4.0,4,HONDA,FIT,Universal,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
1997,1.8,284000.0,4.0,2,BMW,318 m,Sedan,Petrol,Manual,Rear,04-May,Black,No,Left wheel,False
2006,1.6,130000.0,4.0,12,SUZUKI,Swift,Hatchback,Petrol,Manual,Front,04-May,Black,Yes,Right-hand drive,False
2020,3.0,0.0,6.0,12,MITSUBISHI,Pajero,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,True
2015,2.5,122395.0,4.0,0,FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,Grey,No,Left wheel,False
2009,1.8,214500.0,4.0,4,MERCEDES-BENZ,C 180,Sedan,Petrol,Manual,Rear,04-May,Black,No,Left wheel,False
2014,2.0,130791.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,3.5,55000.0,6.0,12,LEXUS,RX 450,Jeep,Hybrid,Tiptronic,4x4,04-May,Black,Yes,Left wheel,False
2014,2.5,134000.0,4.0,12,FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,White,No,Left wheel,False
